#	"Prevalence ucorrected, 3 Prescriptions, MALES"																																																																																
#	Year	Frequency	Percent	Valid Percent	Cumulative Percent																																																																												
#	2004	3606	"5,2"	"5,2"	"5,2"																																																																												
#	2005	4116	"5,9"	"5,9"	"11,1"																																																																												
#	2006	4255	"6,1"	"6,1"	"17,2"																																																																												
#	2007	4486	"6,5"	"6,5"	"23,7"																																																																												
#	2008	4592	"6,6"	"6,6"	"30,3"																																																																												
#	2009	4755	"6,8"	"6,8"	"37,2"																																																																												
#	2010	5001	"7,2"	"7,2"	"44,4"																																																																												
#	2011	5130	"7,4"	"7,4"	"51,7"																																																																												
#	2012	5262	"7,6"	"7,6"	"59,3"																																																																												
#	2013	5367	"7,7"	"7,7"	"67,0"																																																																												
#	2014	5648	"8,1"	"8,1"	"75,2"																																																																												
#	2015	5824	"8,4"	"8,4"	"83,6"																																																																												
#	2016	5986	"8,6"	"8,6"	"92,2"																																																																												
#	2017	5430	"7,8"	"7,8"	"100,0"																																																																												
#	Total	69458	"100,0"	"100,0"																																																																													
#																																																																																	
#	"Prevalence ucorrected, 3 Prescriptions, FEMALES"																																																																																
#																																																																																	
#																																																																																	
#		Frequency	Percent	Valid Percent	Cumulative Percent																																																																												
#	2004	3208	"5,8"	"5,8"	"5,8"																																																																												
#	2005	3641	"6,6"	"6,6"	"12,4"																																																																												
#	2006	3794	"6,9"	"6,9"	"19,3"																																																																												
#	2007	3893	"7,1"	"7,1"	"26,3"																																																																												
#	2008	3934	"7,1"	"7,1"	"33,5"																																																																												
#	2009	3934	"7,1"	"7,1"	"40,6"																																																																												
#	2010	3968	"7,2"	"7,2"	"47,8"																																																																												
#	2011	3949	"7,2"	"7,2"	"54,9"																																																																												
#	2012	4023	"7,3"	"7,3"	"62,2"																																																																												
#	2013	4120	"7,5"	"7,5"	"69,7"																																																																												
#	2014	4242	"7,7"	"7,7"	"77,4"																																																																												
#	2015	4304	"7,8"	"7,8"	"85,2"																																																																												
#	2016	4327	"7,8"	"7,8"	"93,0"																																																																												
#	2017	3857	"7,0"	"7,0"	"100,0"																																																																												
#	Total	55194	"100,0"	"100,0"																																																																													
#																																																																																	
2013	0	0	0	0	0	0	0	0	0	3	1	4	12	7	5	8	10	20	11	16	19	17	14	25	33	28	34	35	36	64	66	60	75	94	106	100	115	137	148	152	230	183	212	199	212	205	206	218	203	199	185	181	187	193	163	156	156	126	114	85	71	61	45	43	31	16	15	5	5	6	1	0	0	0	0	0	0	0	0	Prevalence	M
2014	0	0	0	0	0	0	0	0	0	0	3	1	4	11	8	8	8	11	18	12	20	20	20	22	29	38	32	39	43	42	74	72	69	91	113	120	121	133	153	170	163	260	206	233	213	228	232	218	239	211	209	193	189	182	171	155	150	153	123	101	85	60	48	32	35	25	10	11	2	4	2	0	0	0	0	0	0	0	0	Prevalence	M
2015	0	0	0	0	0	0	0	0	0	0	0	5	3	6	11	9	8	8	12	19	15	22	28	20	26	35	39	40	44	49	43	78	77	81	100	130	129	132	145	166	186	191	284	233	253	235	258	239	224	239	210	225	201	189	166	162	156	127	133	109	82	74	44	40	20	26	16	10	9	2	0	1	0	0	0	0	0	0	0	Prevalence	M
2016	0	0	0	0	0	0	0	0	0	0	0	0	6	5	6	11	8	9	10	15	21	16	20	35	19	29	37	42	48	48	61	54	86	84	88	107	147	148	149	175	186	206	221	309	250	274	255	274	247	238	235	214	218	193	186	156	152	141	108	113	79	66	57	39	33	14	15	8	8	5	1	0	1	0	0	0	0	0	0	Prevalence	M
2017	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	6	12	8	9	11	15	22	17	21	34	18	30	37	39	45	44	59	51	83	78	86	106	141	136	143	174	179	198	216	299	241	256	237	254	219	199	220	179	191	168	153	132	126	120	89	87	54	52	39	30	22	11	11	6	3	2	0	0	1	0	0	0	0	0	Prevalence	M
#	0	1	2	4	9	10	13	16	24	27	37	51	68	86	81	107	131	135	152	176	230	276	285	340	368	413	461	545	631	714	794	922	1020	1183	1292	1420	1578	1728	1844	2015	2141	2302	2424	2561	2621	2615	2669	2663	2705	2687	2646	2665	2552	2456	2283	2135	1955	1721	1487	1244	1013	769	608	456	322	218	150	92	54	29	13	5	5	2	1	0	0	0	0	Prevalence	M
#	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	Measure	Sex
2004	1	0	0	0	2	0	0	3	2	1	2	4	5	3	0	7	1	5	4	2	8	8	10	15	12	18	15	25	27	24	34	42	34	39	41	27	46	61	66	72	75	68	96	92	89	119	107	119	118	159	139	162	142	145	150	129	133	108	71	101	58	48	33	18	16	10	10	10	11	3	2	0	1	0	0	0	0	0	0	Prevalence	F
2005	0	1	0	0	2	2	0	0	3	2	1	2	1	5	4	4	8	4	8	5	4	9	9	14	19	13	21	18	31	27	34	41	50	40	42	51	41	53	68	76	81	85	83	110	107	103	132	135	129	139	173	163	177	158	162	180	134	141	126	75	106	57	54	40	17	17	10	9	9	11	2	2	0	1	0	0	0	0	0	Prevalence	F
2006	0	0	1	0	0	1	4	1	0	3	2	4	1	3	4	5	6	8	4	14	5	6	13	14	13	22	18	27	22	37	29	40	49	59	50	50	66	48	60	69	91	83	96	101	117	104	120	148	142	135	153	180	168	185	150	164	173	121	148	125	66	89	45	44	34	15	10	11	4	6	5	0	2	0	1	0	0	0	0	Prevalence	F
2007	0	0	0	1	1	0	2	3	2	0	6	3	4	1	3	5	6	8	12	12	16	7	10	18	18	17	26	26	36	29	42	39	52	61	68	57	60	73	63	71	84	94	93	108	111	135	116	132	151	143	142	151	181	163	171	143	163	157	110	128	94	58	75	29	32	29	11	8	9	2	5	4	1	1	0	1	0	0	0	Prevalence	F
2008	0	0	0	0	1	1	1	1	3	2	1	3	4	5	2	2	9	8	9	11	11	19	8	13	20	22	19	33	26	38	31	42	46	61	66	80	60	68	84	70	80	97	107	103	119	125	146	129	150	156	154	158	152	186	159	156	135	153	126	99	106	80	49	49	22	18	17	6	3	6	1	2	3	1	0	0	1	0	0	Prevalence	F
2009	0	0	0	0	0	2	1	0	3	4	1	2	5	4	6	3	4	9	7	10	10	11	20	7	16	25	26	20	28	29	37	39	48	50	67	67	86	72	70	92	80	89	106	112	112	118	139	152	144	147	158	152	155	151	168	158	151	134	142	105	91	87	67	34	39	20	14	14	5	2	4	0	1	1	1	0	0	0	0	Prevalence	F
2010	0	0	0	0	0	0	2	0	1	3	4	2	1	5	3	9	4	4	9	10	10	11	11	20	11	18	25	26	24	31	37	41	48	52	50	70	73	93	81	84	103	90	106	119	128	125	132	153	148	149	148	166	152	162	151	145	149	132	124	115	90	75	71	50	32	31	17	11	11	4	1	2	0	1	1	1	0	0	0	Prevalence	F
2011	0	0	0	0	0	0	0	1	0	1	2	4	3	3	5	5	10	4	8	9	12	10	10	12	21	14	21	22	28	29	35	37	51	54	58	62	81	81	106	88	96	110	92	110	130	133	134	144	156	147	141	147	161	152	161	142	144	130	105	111	96	82	59	61	38	24	22	12	10	7	3	1	0	0	1	0	0	0	0	Prevalence	F
2012	0	0	0	0	0	0	0	0	2	1	1	3	5	2	3	9	5	10	6	9	10	8	12	15	13	26	18	20	24	35	29	37	51	55	62	64	70	89	92	121	94	113	117	98	131	147	142	140	149	160	154	145	150	161	140	159	131	140	116	98	97	82	70	45	54	22	17	17	11	9	5	2	0	0	0	0	0	0	0	Prevalence	F
2013	0	0	0	0	0	0	0	0	0	2	3	2	4	6	3	5	10	7	9	11	12	12	9	14	16	20	24	21	26	27	44	34	38	53	58	67	76	76	95	106	129	107	121	128	113	141	163	161	146	160	153	156	158	151	165	139	162	118	137	98	86	85	69	56	27	39	17	16	13	6	7	2	1	0	0	0	0	0	0	Prevalence	F
2014	0	0	0	0	0	0	0	0	0	0	2	3	2	5	6	3	6	12	9	11	11	12	16	17	19	16	20	27	27	29	31	54	40	42	56	69	70	98	94	99	124	145	127	129	137	127	151	176	166	145	159	176	162	162	159	169	133	150	95	123	77	80	71	58	42	25	26	13	11	8	5	3	1	1	0	0	0	0	0	Prevalence	F
2015	0	0	0	0	0	0	0	0	0	0	0	3	2	2	4	5	6	8	11	13	9	10	12	17	18	21	21	25	36	28	35	34	55	46	50	58	69	84	101	108	108	138	149	145	142	146	145	157	190	173	156	161	169	169	156	151	165	123	142	90	106	72	59	50	49	37	18	15	10	9	6	3	3	0	1	0	0	0	0	Prevalence	F
2016	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	6	6	4	10	12	9	12	11	13	19	21	20	24	24	40	33	37	34	61	54	56	61	79	87	115	116	109	147	157	159	155	155	156	172	196	176	165	161	174	160	148	138	162	120	135	73	88	61	48	38	36	21	16	14	7	5	4	1	1	0	0	0	0	0	Prevalence	F
2017	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	7	4	5	9	11	12	10	11	12	18	23	21	24	21	40	33	38	34	62	51	57	58	75	86	110	109	103	142	145	154	148	146	146	151	176	155	143	147	159	141	129	113	128	95	102	60	63	41	33	25	27	11	11	7	3	3	2	1	1	0	0	0	0	Prevalence	F
#	1	1	1	1	6	6	10	9	16	19	25	35	40	48	45	69	88	95	111	138	138	147	161	200	227	271	297	335	383	424	491	550	634	707	784	829	916	1033	1142	1257	1371	1437	1543	1654	1740	1832	1930	2048	2107	2160	2182	2237	2231	2266	2211	2124	2040	1882	1690	1498	1248	1043	846	623	473	348	237	169	132	87	54	28	16	8	6	2	1	0	0	Prevalence	F
#	Incidence PD MALES																																																																																
#	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105		
2004	0	1	0	0	2	2	0	1	1	0	4	4	3	5	2	5	7	10	6	7	17	20	15	22	23	24	22	33	45	45	57	70	51	64	64	63	77	86	83	94	105	104	100	127	145	133	139	175	181	151	159	155	147	156	151	150	105	107	71	68	51	34	28	17	15	10	7	5	2	2	0	0	0	0	0	0	0	0	0	Incidence	M
2005	0	0	0	0	1	1	2	2	2	1	0	1	1	3	1	1	8	1	3	3	6	7	2	4	6	9	9	7	5	10	7	16	17	14	12	8	13	15	19	19	21	20	14	16	19	26	15	32	26	34	17	26	21	23	21	29	30	17	22	12	9	8	4	2	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	Incidence	M
2006	0	0	1	1	0	0	2	0	0	1	2	1	2	1	0	4	5	5	5	1	6	3	2	5	4	7	5	8	9	10	9	9	6	22	17	18	17	26	20	20	17	16	17	28	23	27	25	23	26	35	26	36	29	23	23	17	26	9	13	13	5	7	2	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Incidence	M
2007	0	0	0	2	3	0	1	0	1	1	1	3	0	0	0	0	0	2	0	2	6	9	5	8	2	4	3	7	6	9	6	13	11	16	13	17	18	16	16	27	16	26	18	19	21	26	29	28	25	27	28	32	29	25	27	27	26	23	11	7	6	4	8	4	2	1	2	2	0	0	0	0	1	0	0	0	0	0	0	Incidence	M
2008	0	0	0	0	0	0	2	2	0	0	0	1	2	0	2	5	0	0	2	6	4	2	5	2	6	4	8	8	9	9	5	14	13	14	12	24	19	13	21	16	15	17	16	21	27	22	15	29	23	27	28	24	27	18	28	22	18	20	14	13	11	9	12	3	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	Incidence	M
2009	0	0	0	0	0	0	0	1	3	3	0	1	4	1	1	3	2	1	3	3	3	1	1	5	5	4	9	12	9	11	13	16	10	13	21	14	24	20	23	16	22	30	24	24	18	29	17	21	23	29	23	27	26	28	29	24	24	16	14	11	8	9	3	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Incidence	M
2010	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	2	2	3	2	6	4	2	5	5	3	4	10	9	6	12	12	13	8	18	19	11	30	25	27	28	28	29	24	28	28	27	28	32	25	31	24	27	33	30	30	15	24	16	12	11	9	5	5	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	Incidence	M
2011	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	3	3	1	1	3	3	8	2	2	1	2	2	7	13	7	9	15	15	20	15	12	16	19	22	27	27	25	28	22	26	30	27	25	31	18	27	29	35	28	22	25	26	13	19	14	9	9	8	4	2	3	3	1	0	0	0	0	0	0	0	0	0	0	0	Incidence	M
2012	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	1	6	3	3	4	2	1	3	4	3	6	5	7	9	7	7	8	13	19	9	17	20	15	17	30	18	24	28	34	25	28	34	27	26	36	31	33	30	24	22	22	19	15	11	9	11	4	8	5	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	Incidence	M
2013	0	0	0	0	0	0	0	0	0	2	0	2	5	2	1	1	2	3	3	3	4	6	3	2	4	5	4	4	3	11	8	6	8	6	16	15	20	18	18	17	27	25	34	30	22	16	29	27	32	34	26	32	33	32	25	27	19	15	17	19	12	3	6	10	2	2	0	0	2	1	0	0	0	0	0	0	0	0	0	Incidence	M
2014	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	1	2	2	6	2	4	7	4	4	6	6	10	7	12	7	9	18	20	16	19	23	21	27	27	40	30	36	31	33	43	30	41	34	30	31	28	22	19	19	24	21	24	17	11	7	5	3	2	2	0	3	1	0	0	0	0	0	0	0	0	0	0	Incidence	M
2015	0	0	0	0	0	0	0	0	0	0	0	3	2	2	1	2	0	2	2	0	4	2	7	3	3	5	3	9	5	8	3	6	8	14	11	18	19	19	18	18	27	29	39	36	32	35	48	21	33	25	35	36	37	30	26	16	27	17	17	18	9	9	4	4	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	Incidence	M
2016	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	2	3	2	2	2	9	2	6	3	4	8	4	13	12	12	8	11	8	22	21	19	32	28	27	38	39	30	34	43	36	28	36	26	30	23	29	22	19	18	16	16	13	7	7	7	10	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	Incidence	M
2017	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	3	2	1	3	5	3	1	6	5	4	9	11	19	11	17	18	5	14	22	28	20	45	36	24	32	32	28	21	17	15	21	16	21	9	18	17	14	13	5	4	3	6	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	Incidence	M
#	0	1	1	3	6	3	7	6	7	8	11	18	23	19	12	28	36	33	36	39	70	68	56	80	69	86	88	125	141	150	166	208	195	247	258	260	312	339	327	384	400	439	435	501	483	491	523	534	555	532	504	530	513	487	466	436	395	330	279	239	165	123	103	76	43	29	19	17	7	3	1	1	1	0	0	0	0	0	0	13586	M
#	Incidence FEMALES																																																																																
#	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	Measure	Sex
2004	1	0	0	0	2	0	0	3	2	1	2	4	5	3	0	7	1	5	4	2	8	8	10	15	12	18	16	25	28	24	34	42	34	40	42	27	46	61	68	75	78	72	96	93	95	121	113	127	127	168	147	175	152	158	158	141	150	126	77	107	67	59	39	20	20	16	12	10	12	3	2	0	1	0	0	0	0	0	0	Incidence	F
2005	0	1	0	0	2	0	0	0	1	0	1	1	0	1	1	4	1	4	3	1	2	2	3	4	5	2	3	4	7	1	10	8	11	8	4	11	16	9	8	16	14	12	16	14	18	16	21	31	20	22	25	30	22	21	29	36	16	12	28	7	15	5	8	9	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	Incidence	F
2006	0	0	0	0	0	0	2	1	0	0	0	3	0	2	0	1	4	1	0	6	1	2	5	5	3	5	6	8	5	11	3	12	13	12	11	12	17	10	11	9	18	8	21	22	16	10	25	26	25	24	29	23	24	30	22	26	27	11	25	22	14	7	4	6	2	2	1	3	1	0	0	0	0	0	0	0	0	0	0	Incidence	F
2007	0	0	0	0	1	0	1	1	1	0	2	1	0	0	0	1	2	3	3	7	2	2	6	5	5	3	6	11	9	8	6	11	14	15	10	7	11	7	15	16	19	13	17	18	16	20	22	23	15	18	27	17	26	19	21	19	22	14	21	16	9	8	6	6	4	1	1	0	1	0	0	0	1	0	0	0	0	0	0	Incidence	F
2008	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	3	2	2	3	4	4	1	2	4	7	2	6	6	3	5	3	9	12	8	14	4	11	18	12	14	16	14	11	19	20	21	24	27	21	24	32	23	22	28	15	22	22	9	16	17	11	6	3	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	Incidence	F
2009	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	2	1	0	1	2	1	3	1	4	5	3	3	1	6	5	8	8	7	12	3	12	15	11	13	15	14	17	20	17	12	24	19	23	14	23	20	14	19	15	22	17	23	16	8	12	9	2	2	5	1	2	0	0	1	0	0	0	0	0	0	0	0	0	Incidence	F
2010	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	2	0	0	5	0	2	1	1	3	4	1	2	5	3	10	3	11	6	7	6	11	10	13	14	13	17	22	19	20	20	28	21	17	22	16	25	22	23	26	13	14	13	14	11	8	6	9	3	4	3	1	1	1	0	0	0	0	0	0	0	0	0	0	Incidence	F
2011	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	0	1	3	1	0	1	0	1	3	4	5	2	3	5	6	3	9	10	6	13	14	12	17	13	17	16	8	12	20	19	16	20	21	19	14	21	17	13	31	12	23	9	12	9	6	10	9	4	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Incidence	F
2012	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	3	1	2	0	3	6	1	5	6	2	2	8	2	2	12	6	8	7	9	9	19	18	10	18	14	17	20	24	19	23	19	26	24	13	21	20	20	19	17	16	15	9	11	10	9	5	6	2	3	3	1	0	1	0	0	0	0	0	0	0	0	Incidence	F
2013	0	0	0	0	0	0	0	0	0	0	2	0	1	2	2	2	3	2	1	2	3	2	1	3	1	6	1	2	4	4	9	7	4	3	7	9	14	12	9	15	15	17	17	20	17	16	24	24	16	23	17	17	24	16	25	18	32	12	15	7	13	7	7	5	3	1	4	1	0	0	0	0	0	0	0	0	0	0	0	Incidence	F
2014	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	2	1	1	1	4	7	5	1	1	3	7	3	6	11	7	7	4	12	8	19	19	12	21	20	24	13	16	25	19	27	20	21	18	27	19	19	21	17	19	17	15	10	10	12	3	9	3	6	0	1	2	0	1	1	0	0	0	0	0	0	0	Incidence	F
2015	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	3	1	3	1	1	1	2	3	4	4	8	9	3	10	3	7	9	9	6	3	14	11	17	12	19	15	25	22	19	28	15	25	25	19	16	20	17	21	18	17	17	24	6	7	8	3	5	3	4	1	1	0	0	0	0	0	0	0	0	0	0	0	Incidence	F
2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	2	0	4	2	1	2	6	2	5	2	5	5	4	2	7	9	10	7	12	7	13	16	10	20	18	24	26	20	18	20	27	25	22	21	18	19	13	16	23	14	13	5	10	7	5	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	Incidence	F
2017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	1	3	0	2	2	3	3	2	4	4	5	4	8	14	10	8	12	15	12	24	19	27	19	13	15	24	18	16	14	12	13	13	6	10	9	8	6	5	5	2	1	2	0	1	2	0	0	0	0	0	0	0	0	0	Incidence	F
#	1	1			5		4	6	7	4	8	13	11	12	6	26	22	25	24	36	27	30	41	53	52	71	59	81	90	86	114	120	143	146	141	142	176	209	240	253	270	264	316	314	344	367	407	417	388	445	432	456	421	409	448	382	405	321	295	250	202	168	117	87	57	40	30	23	22	7	4	2	2	0	0	0	0	0	0	10597	
#	Mortality MALES																																																																																
#	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	Measure	Sex
2004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	4	2	0	4	3	7	5	3	4	7	7	5	6	6	8	4	3	3	4	1	4	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	DeathPD	M
2005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	1	0	0	3	2	2	1	1	3	5	7	6	9	8	17	10	9	15	13	11	16	27	24	12	20	15	18	12	8	4	5	3	5	3	2	1	2	1	0	0	0	0	0	0	0	DeathPD	M
2006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	0	2	0	0	1	2	2	1	3	1	3	1	7	3	6	16	5	12	11	10	20	16	17	26	32	20	30	19	21	14	14	9	13	2	5	3	1	1	1	0	0	0	0	0	0	0	0	0	DeathPD	M
2007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	2	1	1	1	3	1	6	0	2	3	7	10	10	11	13	14	16	24	32	19	27	27	21	32	27	25	26	23	14	20	4	6	7	2	4	4	1	0	0	0	0	0	0	0	0	0	DeathPD	M
